condition,stream,mode,level,detector,filter,activation_row,blocks,alarms,alarm_rate,resets,reset_requests,rejected_updates,rejected_update_rate,reset_rejections,rows,resets_per_100k,event_applicable,detection_delay,commit_delay,missed_detections,missed_commits,scheduled_events,unexposed_false_alarm_rate,unexposed_blocks,event_recall
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,hddm_w,learned_features,1000,249,75,0.30120481927710846,4,6,60,0.24096385542168675,2,249000,1.6064257028112452,True,0.75,3.75,0.0,2.0,3.0,,0.0,1.0
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,hddm_w,learned_features_label,1000,249,0,0.0,0,0,22,0.08835341365461848,0,249000,0.0,True,,,3.0,3.0,3.0,,0.0,0.0
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,hellinger,none,1000,249,17,0.06827309236947791,2,2,44,0.17670682730923695,0,249000,0.8032128514056226,True,,,3.0,3.0,3.0,,0.0,0.0
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,hellinger,learned_features,1000,249,24,0.0963855421686747,2,3,55,0.22088353413654618,1,249000,0.8032128514056226,True,6.083333333333333,3.5,0.0,1.0,3.0,,0.0,1.0
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,hellinger,learned_features_label,1000,249,21,0.08433734939759036,2,4,30,0.12048192771084337,2,249000,0.8032128514056226,True,7.083333333333333,4.75,0.0,2.0,3.0,,0.0,1.0
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,d3_oof,none,1000,249,4,0.01606425702811245,0,0,27,0.10843373493975904,0,249000,0.0,True,7.25,,2.0,3.0,3.0,,0.0,0.33333333333333337
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,d3_oof,learned_features,1000,249,8,0.0321285140562249,1,1,42,0.1686746987951807,0,249000,0.4016064257028113,True,7.0,7.75,1.0,2.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s1__instance__severe__a1,SEA_A,instance,severe,d3_oof,learned_features_label,1000,249,8,0.0321285140562249,0,0,22,0.08835341365461848,0,249000,0.0,True,8.75,,0.0,3.0,3.0,,0.0,1.0
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,adwin,none,1000,249,133,0.5341365461847389,9,22,65,0.26104417670682734,13,249000,3.614457831325301,True,0.75,2.75,0.0,2.0,3.0,0.0,15.0,1.0
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,adwin,learned_features,1000,249,136,0.5461847389558233,10,24,77,0.3092369477911647,14,249000,4.016064257028113,True,1.0833333333333333,18.75,0.0,2.0,3.0,0.0,15.0,1.0
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,adwin,learned_features_label,1000,249,75,0.30120481927710846,2,6,35,0.14056224899598393,4,249000,0.8032128514056226,True,1.4166666666666667,3.5,0.0,1.0,3.0,0.06666666666666667,15.0,1.0
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hddm_w,none,1000,249,111,0.4457831325301205,8,23,59,0.23694779116465864,15,249000,3.2128514056224904,True,0.75,2.75,0.0,2.0,3.0,0.0,15.0,1.0
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hddm_w,learned_features,1000,249,110,0.44176706827309237,9,23,63,0.25301204819277107,14,249000,3.614457831325301,True,0.75,2.75,0.0,2.0,3.0,0.0,15.0,1.0
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hddm_w,learned_features_label,1000,249,7,0.028112449799196786,0,0,20,0.08032128514056225,0,249000,0.0,True,,,3.0,3.0,3.0,0.0,15.0,0.0
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hellinger,none,1000,249,20,0.08032128514056225,2,9,37,0.14859437751004015,7,249000,0.8032128514056226,True,6.75,,0.0,3.0,3.0,0.13333333333333333,15.0,1.0
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hellinger,learned_features,1000,249,20,0.08032128514056225,1,3,36,0.14457831325301204,2,249000,0.4016064257028113,True,14.75,,0.0,3.0,3.0,0.06666666666666667,15.0,1.0
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,hellinger,learned_features_label,1000,249,23,0.09236947791164658,0,0,20,0.08032128514056225,0,249000,0.0,True,10.25,,1.0,3.0,3.0,0.13333333333333333,15.0,0.6666666666666667
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,d3_oof,none,1000,249,4,0.01606425702811245,0,1,26,0.10441767068273092,1,249000,0.0,True,9.25,,2.0,3.0,3.0,0.06666666666666667,15.0,0.33333333333333337
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,d3_oof,learned_features,1000,249,6,0.024096385542168676,2,4,26,0.10441767068273092,2,249000,0.8032128514056226,True,10.75,12.75,2.0,2.0,3.0,0.0,15.0,0.33333333333333337
SEA_A__base_s1__concept__moderate__a1,SEA_A,concept,moderate,d3_oof,learned_features_label,1000,249,6,0.024096385542168676,1,1,30,0.12048192771084337,0,249000,0.4016064257028113,True,6.25,21.25,2.0,2.0,3.0,0.0,15.0,0.33333333333333337
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,adwin,none,1000,249,189,0.7590361445783133,5,24,56,0.2248995983935743,19,249000,2.0080321285140563,True,0.75,3.75,0.0,0.0,3.0,0.0,3.0,1.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,adwin,learned_features,1000,249,189,0.7590361445783133,6,23,62,0.24899598393574296,17,249000,2.4096385542168672,True,0.75,8.0,0.0,1.0,3.0,0.0,3.0,1.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,adwin,learned_features_label,1000,249,87,0.3493975903614458,5,12,22,0.08835341365461848,7,249000,2.0080321285140563,True,1.0833333333333333,3.0,0.0,1.0,3.0,0.0,3.0,1.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hddm_w,none,1000,249,164,0.6586345381526104,3,25,80,0.321285140562249,22,249000,1.2048192771084336,True,1.0833333333333333,4.083333333333333,0.0,0.0,3.0,0.0,3.0,1.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hddm_w,learned_features,1000,249,160,0.642570281124498,4,23,67,0.26907630522088355,19,249000,1.6064257028112452,True,1.0833333333333333,3.25,0.0,2.0,3.0,0.0,3.0,1.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hddm_w,learned_features_label,1000,249,12,0.04819277108433735,1,3,21,0.08433734939759036,2,249000,0.4016064257028113,True,10.25,,1.0,3.0,3.0,0.0,3.0,0.6666666666666667
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hellinger,none,1000,249,15,0.060240963855421686,1,3,59,0.23694779116465864,2,249000,0.4016064257028113,True,13.083333333333334,,0.0,3.0,3.0,0.0,3.0,1.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hellinger,learned_features,1000,249,22,0.08835341365461848,2,5,51,0.20481927710843373,3,249000,0.8032128514056226,True,4.416666666666667,6.75,0.0,1.0,3.0,0.0,3.0,1.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,hellinger,learned_features_label,1000,249,17,0.06827309236947791,1,4,16,0.0642570281124498,3,249000,0.4016064257028113,True,6.416666666666667,2.25,0.0,2.0,3.0,0.0,3.0,1.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,d3_oof,none,1000,249,5,0.020080321285140562,1,2,64,0.2570281124497992,1,249000,0.4016064257028113,True,,,3.0,3.0,3.0,0.0,3.0,0.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,d3_oof,learned_features,1000,249,9,0.03614457831325301,1,6,44,0.17670682730923695,5,249000,0.4016064257028113,True,10.75,4.25,0.0,2.0,3.0,0.3333333333333333,3.0,1.0
SEA_A__base_s1__concept__severe__a1,SEA_A,concept,severe,d3_oof,learned_features_label,1000,249,5,0.020080321285140562,0,0,21,0.08433734939759036,0,249000,0.0,True,,,3.0,3.0,3.0,0.0,3.0,0.0
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,adwin,none,1000,249,34,0.13654618473895583,2,5,29,0.11646586345381527,3,249000,0.8032128514056226,True,2.0833333333333335,2.25,0.0,2.0,3.0,0.0,27.0,1.0
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,adwin,learned_features,1000,249,36,0.14457831325301204,4,5,36,0.14457831325301204,1,249000,1.6064257028112452,True,2.75,4.75,0.0,0.0,3.0,0.07407407407407407,27.0,1.0
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,adwin,learned_features_label,1000,249,48,0.1927710843373494,3,4,25,0.10040160642570281,1,249000,1.2048192771084336,True,2.4166666666666665,3.5,0.0,1.0,3.0,0.037037037037037035,27.0,1.0
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hddm_w,none,1000,249,2,0.008032128514056224,0,0,12,0.04819277108433735,0,249000,0.0,True,11.75,,2.0,3.0,3.0,0.0,27.0,0.33333333333333337
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hddm_w,learned_features,1000,249,2,0.008032128514056224,0,0,17,0.06827309236947791,0,249000,0.0,True,,,3.0,3.0,3.0,0.0,27.0,0.0
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hddm_w,learned_features_label,1000,249,0,0.0,0,0,10,0.040160642570281124,0,249000,0.0,True,,,3.0,3.0,3.0,0.0,27.0,0.0
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hellinger,none,1000,249,25,0.10040160642570281,3,5,42,0.1686746987951807,2,249000,1.2048192771084336,True,7.416666666666667,13.25,0.0,1.0,3.0,0.037037037037037035,27.0,1.0
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hellinger,learned_features,1000,249,21,0.08433734939759036,5,6,49,0.19678714859437751,1,249000,2.0080321285140563,True,1.4166666666666667,3.4166666666666665,0.0,0.0,3.0,0.07407407407407407,27.0,1.0
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,hellinger,learned_features_label,1000,249,23,0.09236947791164658,1,3,10,0.040160642570281124,2,249000,0.4016064257028113,True,9.416666666666666,3.75,0.0,2.0,3.0,0.1111111111111111,27.0,1.0
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,d3_oof,none,1000,249,6,0.024096385542168676,0,0,12,0.04819277108433735,0,249000,0.0,True,6.25,,2.0,3.0,3.0,0.0,27.0,0.33333333333333337
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,d3_oof,learned_features,1000,249,6,0.024096385542168676,0,0,17,0.06827309236947791,0,249000,0.0,True,5.25,,2.0,3.0,3.0,0.0,27.0,0.33333333333333337
SEA_A__base_s1__splice__moderate__a1,SEA_A,splice,moderate,d3_oof,learned_features_label,1000,249,13,0.05220883534136546,1,1,15,0.060240963855421686,0,249000,0.4016064257028113,True,15.083333333333334,1.75,0.0,2.0,3.0,0.1111111111111111,27.0,1.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,adwin,none,1000,249,43,0.17269076305220885,5,7,37,0.14859437751004015,2,249000,2.0080321285140563,True,2.4166666666666665,5.25,0.0,2.0,3.0,0.0,1.0,1.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,adwin,learned_features,1000,249,36,0.14457831325301204,5,7,37,0.14859437751004015,2,249000,2.0080321285140563,True,1.4166666666666667,5.25,0.0,2.0,3.0,0.0,1.0,1.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,adwin,learned_features_label,1000,249,54,0.21686746987951808,5,6,47,0.18875502008032127,1,249000,2.0080321285140563,True,5.083333333333333,,0.0,3.0,3.0,0.0,1.0,1.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hddm_w,none,1000,249,3,0.012048192771084338,0,0,18,0.07228915662650602,0,249000,0.0,True,13.75,,2.0,3.0,3.0,0.0,1.0,0.33333333333333337
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hddm_w,learned_features,1000,249,1,0.004016064257028112,0,0,17,0.06827309236947791,0,249000,0.0,True,,,3.0,3.0,3.0,0.0,1.0,0.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hddm_w,learned_features_label,1000,249,1,0.004016064257028112,0,0,18,0.07228915662650602,0,249000,0.0,True,,,3.0,3.0,3.0,0.0,1.0,0.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hellinger,none,1000,249,24,0.0963855421686747,2,3,22,0.08835341365461848,1,249000,0.8032128514056226,True,5.083333333333333,2.25,0.0,2.0,3.0,0.0,1.0,1.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hellinger,learned_features,1000,249,17,0.06827309236947791,3,4,31,0.12449799196787148,1,249000,1.2048192771084336,True,2.75,2.25,0.0,2.0,3.0,0.0,1.0,1.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,hellinger,learned_features_label,1000,249,22,0.08835341365461848,3,5,34,0.13654618473895583,2,249000,1.2048192771084336,True,5.416666666666667,,0.0,3.0,3.0,0.0,1.0,1.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,d3_oof,none,1000,249,7,0.028112449799196786,1,2,27,0.10843373493975904,1,249000,0.4016064257028113,True,12.75,6.75,0.0,2.0,3.0,0.0,1.0,1.0
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,d3_oof,learned_features,1000,249,2,0.008032128514056224,0,0,17,0.06827309236947791,0,249000,0.0,True,17.75,,2.0,3.0,3.0,0.0,1.0,0.33333333333333337
SEA_A__base_s1__splice__severe__a1,SEA_A,splice,severe,d3_oof,learned_features_label,1000,249,2,0.008032128514056224,0,0,18,0.07228915662650602,0,249000,0.0,True,10.25,,2.0,3.0,3.0,0.0,1.0,0.33333333333333337
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,adwin,none,1000,249,8,0.0321285140562249,2,2,30,0.12048192771084337,0,249000,0.8032128514056226,True,2.4166666666666665,3.5,0.0,1.0,3.0,0.027624309392265192,181.0,1.0
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,adwin,learned_features,1000,249,9,0.03614457831325301,2,2,31,0.12449799196787148,0,249000,0.8032128514056226,True,2.0,4.0,1.0,1.0,3.0,0.022099447513812154,181.0,0.6666666666666667
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,adwin,learned_features_label,1000,249,8,0.0321285140562249,2,2,18,0.07228915662650602,0,249000,0.8032128514056226,True,2.75,4.0,0.0,1.0,3.0,0.016574585635359115,181.0,1.0
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hddm_w,none,1000,249,1,0.004016064257028112,1,1,27,0.10843373493975904,0,249000,0.4016064257028113,True,3.75,5.75,2.0,2.0,3.0,0.0,181.0,0.33333333333333337
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hddm_w,learned_features,1000,249,0,0.0,0,0,25,0.10040160642570281,0,249000,0.0,True,,,3.0,3.0,3.0,0.0,181.0,0.0
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hddm_w,learned_features_label,1000,249,0,0.0,0,0,18,0.07228915662650602,0,249000,0.0,True,,,3.0,3.0,3.0,0.0,181.0,0.0
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hellinger,none,1000,249,20,0.08032128514056225,0,1,28,0.11244979919678715,1,249000,0.0,True,3.75,,1.0,3.0,3.0,0.0718232044198895,181.0,0.6666666666666667
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hellinger,learned_features,1000,249,24,0.0963855421686747,1,1,30,0.12048192771084337,0,249000,0.4016064257028113,True,4.083333333333333,5.75,0.0,2.0,3.0,0.08839779005524862,181.0,1.0
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,hellinger,learned_features_label,1000,249,22,0.08835341365461848,2,2,16,0.0642570281124498,0,249000,0.8032128514056226,True,4.75,3.5,0.0,1.0,3.0,0.08287292817679558,181.0,1.0
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,d3_oof,none,1000,249,8,0.0321285140562249,0,0,26,0.10441767068273092,0,249000,0.0,True,10.5,,1.0,3.0,3.0,0.027624309392265192,181.0,0.6666666666666667
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,d3_oof,learned_features,1000,249,6,0.024096385542168676,0,0,25,0.10040160642570281,0,249000,0.0,True,10.25,,2.0,3.0,3.0,0.027624309392265192,181.0,0.33333333333333337
SEA_A__base_s2__clean__none__anone,SEA_A,clean,none,d3_oof,learned_features_label,1000,249,5,0.020080321285140562,0,0,18,0.07228915662650602,0,249000,0.0,True,9.25,,2.0,3.0,3.0,0.022099447513812154,181.0,0.33333333333333337
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,adwin,none,1000,249,4,0.01606425702811245,1,1,30,0.12048192771084337,0,249000,0.4016064257028113,True,4.0,3.75,1.0,2.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,adwin,learned_features,1000,249,5,0.020080321285140562,1,1,35,0.14056224899598393,0,249000,0.4016064257028113,True,6.0,3.75,1.0,2.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,adwin,learned_features_label,1000,249,5,0.020080321285140562,2,2,22,0.08835341365461848,0,249000,0.8032128514056226,True,2.0,4.0,1.0,1.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hddm_w,none,1000,249,20,0.08032128514056225,1,1,36,0.14457831325301204,0,249000,0.4016064257028113,True,2.75,2.75,0.0,2.0,3.0,,0.0,1.0
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hddm_w,learned_features,1000,249,13,0.05220883534136546,1,1,35,0.14056224899598393,0,249000,0.4016064257028113,True,3.4166666666666665,3.75,0.0,2.0,3.0,,0.0,1.0
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hddm_w,learned_features_label,1000,249,0,0.0,0,0,17,0.06827309236947791,0,249000,0.0,True,,,3.0,3.0,3.0,,0.0,0.0
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hellinger,none,1000,249,20,0.08032128514056225,0,1,25,0.10040160642570281,1,249000,0.0,True,3.75,,1.0,3.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hellinger,learned_features,1000,249,21,0.08433734939759036,3,4,54,0.21686746987951808,1,249000,1.2048192771084336,True,7.416666666666667,5.75,0.0,2.0,3.0,,0.0,1.0
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,hellinger,learned_features_label,1000,249,29,0.11646586345381527,2,3,21,0.08433734939759036,1,249000,0.8032128514056226,True,3.4166666666666665,4.5,0.0,1.0,3.0,,0.0,1.0
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,d3_oof,none,1000,249,6,0.024096385542168676,1,1,32,0.1285140562248996,0,249000,0.4016064257028113,True,4.75,6.75,2.0,2.0,3.0,,0.0,0.33333333333333337
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,d3_oof,learned_features,1000,249,6,0.024096385542168676,1,1,24,0.0963855421686747,0,249000,0.4016064257028113,True,13.75,,1.0,3.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__moderate__a2,SEA_A,instance,moderate,d3_oof,learned_features_label,1000,249,5,0.020080321285140562,2,2,24,0.0963855421686747,0,249000,0.8032128514056226,True,2.5,4.5,1.0,1.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,adwin,none,1000,249,2,0.008032128514056224,0,0,43,0.17269076305220885,0,249000,0.0,True,3.75,,2.0,3.0,3.0,,0.0,0.33333333333333337
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,adwin,learned_features,1000,249,3,0.012048192771084338,1,1,116,0.46586345381526106,0,249000,0.4016064257028113,True,3.5,4.75,1.0,2.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,adwin,learned_features_label,1000,249,5,0.020080321285140562,2,2,46,0.18473895582329317,0,249000,0.8032128514056226,True,3.0,5.0,1.0,1.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hddm_w,none,1000,249,86,0.3453815261044177,3,4,112,0.4497991967871486,1,249000,1.2048192771084336,True,2.75,9.0,0.0,1.0,3.0,,0.0,1.0
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hddm_w,learned_features,1000,249,83,0.3333333333333333,1,3,68,0.27309236947791166,2,249000,0.4016064257028113,True,1.4166666666666667,5.25,0.0,2.0,3.0,,0.0,1.0
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hddm_w,learned_features_label,1000,249,0,0.0,0,0,35,0.14056224899598393,0,249000,0.0,True,,,3.0,3.0,3.0,,0.0,0.0
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hellinger,none,1000,249,21,0.08433734939759036,1,1,50,0.20080321285140562,0,249000,0.4016064257028113,True,6.0,,1.0,3.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hellinger,learned_features,1000,249,25,0.10040160642570281,1,2,72,0.2891566265060241,1,249000,0.4016064257028113,True,7.416666666666667,,0.0,3.0,3.0,,0.0,1.0
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,hellinger,learned_features_label,1000,249,19,0.07630522088353414,1,1,44,0.17670682730923695,0,249000,0.4016064257028113,True,3.5,4.75,1.0,2.0,3.0,,0.0,0.6666666666666667
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,d3_oof,none,1000,249,5,0.020080321285140562,0,0,43,0.17269076305220885,0,249000,0.0,True,4.75,,2.0,3.0,3.0,,0.0,0.33333333333333337
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,d3_oof,learned_features,1000,249,2,0.008032128514056224,0,0,67,0.26907630522088355,0,249000,0.0,True,4.75,,2.0,3.0,3.0,,0.0,0.33333333333333337
SEA_A__base_s2__instance__severe__a2,SEA_A,instance,severe,d3_oof,learned_features_label,1000,249,4,0.01606425702811245,0,0,35,0.14056224899598393,0,249000,0.0,True,,,3.0,3.0,3.0,,0.0,0.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,adwin,none,1000,249,140,0.5622489959839357,7,23,80,0.321285140562249,16,249000,2.8112449799196786,True,0.75,8.0,0.0,1.0,3.0,0.0,20.0,1.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,adwin,learned_features,1000,249,141,0.5662650602409639,9,22,77,0.3092369477911647,13,249000,3.614457831325301,True,0.75,4.75,0.0,2.0,3.0,0.0,20.0,1.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,adwin,learned_features_label,1000,249,63,0.25301204819277107,1,5,26,0.10441767068273092,4,249000,0.4016064257028113,True,5.083333333333333,,0.0,3.0,3.0,0.1,20.0,1.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hddm_w,none,1000,249,111,0.4457831325301205,6,21,70,0.28112449799196787,15,249000,2.4096385542168672,True,0.75,8.0,0.0,1.0,3.0,0.0,20.0,1.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hddm_w,learned_features,1000,249,112,0.4497991967871486,8,21,68,0.27309236947791166,13,249000,3.2128514056224904,True,0.75,4.75,0.0,2.0,3.0,0.0,20.0,1.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hddm_w,learned_features_label,1000,249,13,0.05220883534136546,0,0,21,0.08433734939759036,0,249000,0.0,True,14.0,,1.0,3.0,3.0,0.0,20.0,0.6666666666666667
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hellinger,none,1000,249,25,0.10040160642570281,1,6,34,0.13654618473895583,5,249000,0.4016064257028113,True,7.083333333333333,,0.0,3.0,3.0,0.1,20.0,1.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hellinger,learned_features,1000,249,25,0.10040160642570281,2,6,43,0.17269076305220885,4,249000,0.8032128514056226,True,6.416666666666667,,0.0,3.0,3.0,0.15,20.0,1.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,hellinger,learned_features_label,1000,249,19,0.07630522088353414,0,0,21,0.08433734939759036,0,249000,0.0,True,7.75,,0.0,3.0,3.0,0.05,20.0,1.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,d3_oof,none,1000,249,4,0.01606425702811245,0,0,28,0.11244979919678715,0,249000,0.0,True,,,3.0,3.0,3.0,0.0,20.0,0.0
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,d3_oof,learned_features,1000,249,9,0.03614457831325301,0,3,21,0.08433734939759036,3,249000,0.0,True,8.25,,1.0,3.0,3.0,0.05,20.0,0.6666666666666667
SEA_A__base_s2__concept__moderate__a2,SEA_A,concept,moderate,d3_oof,learned_features_label,1000,249,11,0.04417670682730924,0,1,21,0.08433734939759036,1,249000,0.0,True,7.5,,1.0,3.0,3.0,0.0,20.0,0.6666666666666667
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,adwin,none,1000,249,195,0.7831325301204819,8,27,102,0.40963855421686746,19,249000,3.2128514056224904,True,0.4166666666666667,5.75,0.0,0.0,3.0,0.0,5.0,1.0
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,adwin,learned_features,1000,249,194,0.7791164658634538,9,26,83,0.3333333333333333,17,249000,3.614457831325301,True,0.4166666666666667,3.5,0.0,1.0,3.0,0.0,5.0,1.0
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,adwin,learned_features_label,1000,249,92,0.36947791164658633,4,10,51,0.20481927710843373,6,249000,1.6064257028112452,True,1.0833333333333333,3.5,0.0,1.0,3.0,0.0,5.0,1.0
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hddm_w,none,1000,249,167,0.6706827309236948,5,24,94,0.37751004016064255,19,249000,2.0080321285140563,True,0.4166666666666667,10.5,0.0,1.0,3.0,0.0,5.0,1.0
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hddm_w,learned_features,1000,249,166,0.6666666666666666,5,22,63,0.25301204819277107,17,249000,2.0080321285140563,True,0.4166666666666667,3.5,0.0,1.0,3.0,0.0,5.0,1.0
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hddm_w,learned_features_label,1000,249,12,0.04819277108433735,1,3,27,0.10843373493975904,2,249000,0.4016064257028113,True,6.25,8.25,2.0,2.0,3.0,0.0,5.0,0.33333333333333337
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hellinger,none,1000,249,29,0.11646586345381527,3,7,79,0.3172690763052209,4,249000,1.2048192771084336,True,4.75,16.75,0.0,2.0,3.0,0.2,5.0,1.0
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hellinger,learned_features,1000,249,25,0.10040160642570281,3,9,60,0.24096385542168675,6,249000,1.2048192771084336,True,5.083333333333333,,0.0,3.0,3.0,0.0,5.0,1.0
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,hellinger,learned_features_label,1000,249,20,0.08032128514056225,1,6,26,0.10441767068273092,5,249000,0.4016064257028113,True,7.75,,1.0,3.0,3.0,0.0,5.0,0.6666666666666667
SEA_A__base_s2__concept__severe__a2,SEA_A,concept,severe,d3_oof,none,1000,249,9,0.03614457831325301,1,2,73,0.2931726907630522,1,249000,0.4016064257028113,True,12.416666666666666,16.75,0.0,2.0,3.0,0.0,5.0,1.0
